id,zip_code,price,bds,ba,sqft,sold_year,sold_month,sold_day,type,year_built,heating,cooling,parking,pets,laundry,flooring,appliances,view_city,view_mountain,view_park,view_water,most_recent_listing_date,most_recent_listing_price,sold_time,listing_sold_time_diff,price_percent_change
"['333', 'E', '43rd', 'St', 'APT', '516']",NY 10017,499000,1,1,625,2020,3,2,Condo,1927,,,0 spaces,,,,,0,0,0,1,5/30/2019 0:00,525000,3/2/2020,277,-0.04952381
"['200', 'Rector', 'Pl', 'APT', '43D']",NY 10280,2080000,2,3,1546,2020,2,27,Condo,1987,Gas,,"Garage - Attached, Covered",,,,Other interior features,1,0,0,1,7/7/2019 0:00,2245000,2/27/2020,235,-0.073496659
"['45', 'Sutton', 'Pl', 'S', 'APT', '10M']",NY 10022,1460000,2,2,,2020,2,27,Condo,1958,Gas,,Covered,,,,,0,0,0,1,7/14/2019 0:00,1600000,2/27/2020,228,-0.0875
"['220', 'Riverside', 'Blvd', 'APT', '19L']",NY 10069,2300000,2,2,1484,2020,2,25,Condo,2000,Gas,,"Garage - Attached, Covered",,,,Other interior features,0,0,0,1,1/10/2017 0:00,3350000,2/25/2020,1141,-0.313432836
"['2', 'Sutton', 'Pl', 'S', 'APT', '14B']",NY 10022,840000,1,1,,2020,2,21,Condo,1938,,,Covered,,,,Appliances included: Dishwasher,0,0,0,1,4/8/2019 0:00,925000,2/21/2020,319,-0.091891892
"['230', 'Riverside', 'Dr', 'APT', '10N']",NY 10025,875000,1,1,700,2020,2,20,Multiple Occupancy,1931,Forced air,Other,Covered,,,,Appliances included: Dishwasher,1,0,0,1,9/6/2019 0:00,920000,2/20/2020,167,-0.048913043
"['155', 'E', '49th', 'St', '9C']",NY 10017,409000,,0,,2020,2,20,Condo,1924,,,Covered,,,,Appliances included: Dishwasher,0,0,0,1,4/3/2019 0:00,450000,2/20/2020,323,-0.091111111
"['240', 'E', '47th', 'St', 'APT', '16E']",NY 10017,1260000,2,2,1128,2020,2,19,Condo,1982,,,"Garage - Attached, Covered",,,,Appliances included: Dishwasher,1,0,0,1,11/13/2019 0:00,1349000,2/19/2020,98,-0.065974796
"['3', 'Hanover', 'Sq', 'APT', '21A']",NY 10004,699000,1,1,800,2020,2,13,Condo,1926,Radiant,Wall,Covered,,,,"Appliances included: Microwave, Range / Oven, Refrigerator",0,0,0,1,5/9/2019 0:00,775000,2/13/2020,280,-0.098064516
"['160', 'E', '26th', 'St', 'APT', '6G']",NY 10010,800000,1,2,1000,2020,2,13,Condo,1925,"Baseboard, Radiant, Oil","Central, Wall","On-street, Covered, Garage",,,,"Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,1,4/8/2019 0:00,1100000,2/13/2020,311,-0.272727273
"['35', 'Sutton', 'Pl', 'APT', '19D']",NY 10022,2000000,4,4,3300,2020,2,13,Condo,1960,,Central,"Garage - Attached, Covered",,,,Other interior features,1,0,0,1,4/15/2019 0:00,4995000,2/13/2020,304,-0.5995996
"['415', 'E', '37th', 'St', 'APT', '16D']",NY 10016,660000,,8,,2020,2,12,Condo,1989,Gas,,Covered,,,,Other interior features,0,0,0,1,5/1/2019 0:00,720000,2/12/2020,287,-0.083333333
"['100', 'Riverside', 'Blvd', 'APT', '7N']",NY 10069,2000000,2,2,1350,2020,2,12,Condo,2006,,,Garage - Attached,,,,"Appliances included: Dishwasher, Dryer, Washer",0,0,0,1,9/5/2019 0:00,2200000,2/12/2020,160,-0.090909091
"['200', 'E', '36th', 'St', 'APT', '16D']",NY 10016,470000,,,,2020,2,11,Condo,1956,,,0 spaces,,,,Appliances included: Dishwasher,0,0,0,1,1/3/2019 0:00,625000,2/11/2020,404,-0.248
"['415', '423', 'E', '54th', 'St', '8F']",NY 10022,1260000,2,2,1178,2020,2,11,Condo,1983,,,0 spaces,,,,Appliances included: Dishwasher,0,0,0,1,8/13/2017 0:00,2100000,2/11/2020,912,-0.4
"['137', 'Riverside', 'Dr', 'APT', '5D']",NY 10024,800000,1,1,,2020,2,10,Condo,1906,,,Covered,,,,,0,0,0,1,6/11/2019 0:00,1150000,2/10/2020,244,-0.304347826
"['1', 'W', 'End', 'Ave', '22H']",NY 10023,1880000,1,2,919,2020,2,7,Condo,2017,,Central,0 spaces,,,,Other interior features,0,0,0,1,8/8/2019 0:00,2099990,2/7/2020,183,-0.104757642
"['250', 'E', '54th', 'St', 'APT', '35D']",NY 10022,2250000,3,3,1647,2020,2,7,Condo,1990,,Central,Covered,,,,Other interior features,1,0,0,1,10/25/2019 0:00,2395000,2/7/2020,105,-0.060542797
"['350', 'Albany', 'St', 'APT', '4A']",NY 10280,715000,1,2,839,2020,1,31,Condo,1986,,,Covered,,,,Appliances included: Dishwasher,1,0,0,1,1/3/2019 0:00,840000,1/31/2020,393,-0.148809524
"['473', 'Franklin', 'D', 'Roosevelt', 'Dr', 'K1803']",NY 10002,660000,1,1,,2020,1,30,Condo,1955,,,0 spaces,,,,,0,0,0,1,6/4/2019 0:00,699000,1/30/2020,240,-0.055793991
"['205', 'E', '59th', 'St', 'APT', '20A']",NY 10022,1680000,1,5,1122,2020,1,30,Multiple Occupancy,,Contact manager,Central,"None, Covered","Cats, Small Dogs, Dogs",Contact manager,,"Appliances included: Dishwasher, Dryer, Washer",0,0,0,1,3/30/2019 0:00,1750000,1/30/2020,306,-0.04
"['201', 'E', '79th', 'St', 'APT', '18H']",NY 10075,700000,1,1,1000,2020,1,30,Condo,1963,,Central,"Garage - Attached, Covered",,,,Other interior features,0,0,0,1,10/2/2017 0:00,980000,1/30/2020,850,-0.285714286
"['200', 'E', '36th', 'St', 'APT', '17', 'G']",NY 10016,563000,1,1,,2020,1,29,Condo,1955,,,0 spaces,,,,,0,0,0,1,1/9/2019 0:00,605000,1/29/2020,385,-0.069421488
"['92', 'Laight', 'St']",NY 10013,15800000,4,5,3944,2020,1,28,Condo,2004,,,Covered,,,,Appliances included: Dishwasher,1,0,0,1,8/16/2018 0:00,24600000,1/28/2020,530,-0.357723577
"['301', 'W', '57th', 'St', 'APT', '18E']",NY 10019,730000,,8,,2020,1,24,Condo,1987,,Central,0 spaces,,,,Other interior features,0,0,0,1,8/11/2019 0:00,740000,1/24/2020,166,-0.013513514
"['80', 'Riverside', 'Blvd', 'APT', '3P']",NY 10069,1550000,2,3,1381,2020,1,23,Condo,2006,,,"Carport, On-street",,,"Flooring: Tile, Hardwood",Other interior features,0,0,0,1,,,1/23/2020,no listing date,
"['500', 'W', '43rd', 'St', 'APT', '27C']",NY 10036,860000,1,1,679,2020,1,21,Condo,1988,,,On-street,,,,Appliances included: Dishwasher,1,0,0,1,9/4/2019 0:00,949000,1/21/2020,139,-0.093782929
"['1760', '2nd', 'Ave', 'APT', '19A']",NY 10128,880000,1,1,759,2020,1,17,Condo,2002,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,1,5/16/2019 0:00,939000,1/17/2020,246,-0.062832801
"['530', 'E', '76th', 'St', 'APT', '16K']",NY 10021,947000,1,1,780,2020,1,17,Condo,1986,,,Covered,,,,Appliances included: Dishwasher,0,0,0,1,5/28/2019 0:00,995000,1/17/2020,234,-0.048241206
"['635', 'W', '42nd', 'St', 'APT', '22D']",NY 10036,1550000,2,2,1025,2020,1,10,Condo,2005,Gas,,"Garage - Detached, Covered",,,,Other interior features,1,0,0,1,8/13/2019 0:00,1649000,1/10/2020,150,-0.060036386
"['339', 'E', '58th', 'St', 'PENTHOUSE']",NY 10022,1520000,2,2,1200,2020,1,9,Condo,1927,,,Covered,,,,Appliances included: Dishwasher,1,0,0,1,4/4/2019 0:00,1800000,1/9/2020,280,-0.155555556
"['300', 'E', '93rd', 'St', 'APT', '32D']",NY 10128,1230000,2,2,1031,2020,1,7,Condo,1987,Heat pump,Other,None,,,,"Appliances included: Range / Oven, Refrigerator, Washer",1,0,0,1,9/3/2019 0:00,1395000,1/7/2020,126,-0.11827957
"['2', 'S', 'End', 'Ave', 'APT', '7T']",NY 10280,539000,1,1,630,2020,1,3,Condo,1990,Gas,,"Garage - Attached, Covered",,,,Other interior features,0,0,0,1,4/4/2019 0:00,660000,1/3/2020,274,-0.183333333
"['419', 'E', '57th', 'St', 'APT', '5E']",NY 10022,772500,1,1,750,2020,1,3,Condo,1927,,,0 spaces,,,"Flooring: Tile, Hardwood",Other interior features,1,0,0,1,4/9/2019 0:00,825000,1/3/2020,269,-0.063636364
"['300', 'E', '54th', 'St', 'APT', '16A']",NY 10022,750000,1,1,,2020,1,2,Condo,1977,,,"Garage - Attached, Covered",,,,Appliances included: Dishwasher,1,0,0,1,8/8/2019 0:00,750000,1/2/2020,147,0
"['555', 'W', '23rd', 'St', 'APT', 'N11C']",NY 10011,2000000,2,2,1251,2020,1,2,Condo,2006,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,1,5/29/2018 0:00,2495000,1/2/2020,583,-0.198396794
"['370', 'E', '76th', 'St', 'APT', 'C1205']",NY 10021,445000,,1,500,2020,12,24,Condo,1966,,,Covered,,,Flooring: Hardwood,Other interior features,1,0,0,0,6/25/2020 0:00,525000,12/24/2020,182,-0.152380952
"['181', 'E', '65th', 'St', 'APT', '21B']",NY 10065,5400000,3,4,2250,2020,12,23,Condo,2000,,Central,0 spaces,,,,Other interior features,1,0,0,0,9/25/2019 0:00,6995000,12/23/2020,455,-0.228020014
"['188', 'E', '64th', 'St', 'APT', '1005']",NY 10065,806000,,1,595,2020,12,23,Multiple Occupancy,,Contact manager,None,None,"Cats, Small Dogs, Dogs",Contact manager,Appliances,Appliances included: Dishwasher,1,0,0,0,9/30/2020 0:00,829000,12/23/2020,84,-0.02774427
"['340', 'E', '64th', 'St', 'APT', '9K']",NY 10065,1600000,2,2,1437,2020,12,23,Condo,1965,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,7/21/2020 0:00,1695000,12/23/2020,155,-0.056047198
"['229', 'E', '2nd', 'St', 'APT', '6A']",NY 10009,1900000,2,2,2662,2020,12,22,Condo,2009,"Other, Gas",Central,On-street,,,,"Appliances included: Dishwasher, Dryer, Freezer, Range / Oven, Refrigerator, Washer",1,0,0,0,6/29/2020 0:00,2100000,12/22/2020,176,-0.095238095
"['220', '3rd', 'Ave', '3A']",NY 10003,999947,1,1,586,2020,12,21,Condo,1901,,,0 spaces,,,"Flooring: Tile, Hardwood",Other interior features,1,0,0,0,,,12/21/2020,no listing date,
"['99', 'John', 'St', 'APT', '1106']",NY 10038,1160000,1,1,680,2020,12,18,Condo,1933,"Wall, Electric, Gas",Wall,0 spaces,,,Flooring: Hardwood,"Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,7/6/2016 0:00,1200000,12/18/2020,1626,-0.033333333
"['170', 'E', '92nd', 'St', 'APT', '5C']",NY 10128,770000,1,2,,2020,12,18,Condo,1920,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,8/25/2020 0:00,785000,12/18/2020,115,-0.01910828
"['139', 'E', '33rd', 'St', 'APT', '10H']",NY 10016,460000,,1,,2020,12,18,Condo,1957,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,7/11/2019 0:00,550000,12/18/2020,526,-0.163636364
"['420', 'E', '72nd', 'St']",NY 10021,860000,,3,2162,2020,12,17,Single Family,1962,,,"Garage, Garage - Attached, Covered",,,,Appliances included: Dishwasher,1,0,0,0,3/12/2020 0:00,2900000,12/17/2020,280,-0.703448276
"['126', 'W', '73rd', 'St', 'APT', '10A']",NY 10023,655000,1,1,550,2020,12,17,Condo,1915,,,0 spaces,,,Flooring: Hardwood,Other interior features,1,0,0,0,8/11/2020 0:00,685000,12/17/2020,128,-0.04379562
"['100', 'Riverside', 'Blvd', 'APT', '23A']",NY 10069,1650000,2,2,1156,2020,12,17,Condo,2006,,Central,"Garage - Attached, Covered",,,,Other interior features,1,0,0,0,10/9/2019 0:00,1795000,12/17/2020,435,-0.080779944
"['50', 'W', '15th', 'St', 'APT', '9C']",NY 10011,880000,,1,678,2020,12,17,Multiple Occupancy,2008,,None,None,,,,Other interior features,1,0,0,0,2/12/2020 0:00,1100000,12/17/2020,309,-0.2
"['15', 'Broad', 'St', 'APT', '1706']",NY 10005,1250000,2,1,1100,2020,12,16,Condo,1914,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,8/23/2020 0:00,1200000,12/16/2020,115,0.041666667
"['535', 'Park', 'Ave', 'APT', '12', 'C']",NY 10065,2300000,2,2,1680,2020,12,15,Single Family,1910,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,10/14/2019 0:00,3599000,12/15/2020,428,-0.360933593
"['115', '4th', 'Ave', 'APT', '6J']",NY 10003,2000000,2,2,1370,2020,12,15,Condo,1905,Gas,Central,Covered,,,,Other interior features,1,0,0,0,10/27/2019 0:00,2500000,12/15/2020,415,-0.2
"['440', 'E', '79th', 'St']",NY 10075,380000,1,1,1266,2020,12,15,Condo,1956,,,"Garage, Garage - Attached, Covered",,,,Appliances included: Dishwasher,1,0,0,0,6/21/2018 0:00,750000,12/15/2020,908,-0.493333333
"['56', 'Thomas', 'St', 'APT', '3']",NY 10013,2650000,2,2,1800,2020,12,14,Condo,1920,,Central,0 spaces,,,,Other interior features,1,0,0,0,10/20/2019 0:00,3150000,12/14/2020,421,-0.158730159
"['40', 'Broad', 'St', 'APT', '16F']",NY 10004,999999,1,2,946,2020,12,14,Condo,1982,,Central,Garage - Attached,,,,Other interior features,1,0,0,0,6/11/2020 0:00,1250000,12/14/2020,186,-0.2000008
"['15', 'William', 'St', 'APT', '8G']",NY 10005,837500,1,1,800,2020,12,14,Condo,2008,,Central,Covered,,,,Other interior features,1,0,0,0,2/22/2020 0:00,999999,12/14/2020,296,-0.162499162
"['11', 'E', '36th', 'St', 'SUITE', '606']",NY 10016,1200000,1,2,1130,2020,12,14,Condo,1911,,Central,0 spaces,,,,Other interior features,1,0,0,0,11/19/2019 0:00,1471260,12/14/2020,391,-0.184372579
"['151', 'W', '74th', 'St']",NY 10023,795000,1,1,47551,2020,12,14,Multiple Occupancy,1923,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,7/6/2018 0:00,1570000,12/14/2020,892,-0.493630573
"['217', 'W', '14th', 'St', 'APT', '5R']",NY 10011,1650000,2,2,1300,2020,12,14,Condo,1930,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,7/28/2020 0:00,1898000,12/14/2020,139,-0.130663857
"['333', 'E', '53rd', 'St']",NY 10022,635000,,1,118694,2020,12,11,Condo,1929,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,5/14/2018 0:00,425000,12/11/2020,942,0.494117647
"['200', 'E', '66th', 'St', 'APT', 'B1101']",NY 10065,3800000,3,3,2285,2020,12,10,Multiple Occupancy,,Contact manager,None,Garage - Detached,"Cats, Small Dogs, Dogs",In Unit,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,9/22/2019 0:00,4575000,12/10/2020,445,-0.169398907
"['5', 'Riverside', 'Dr']",NY 10023,2350000,2,2,127782,2020,12,10,Condo,1936,Forced air,Central,"Garage - Attached, Garage - Detached, Off-street, On-street",,,,Appliances included: Dishwasher,1,0,0,0,3/30/2020 0:00,1295000,12/10/2020,255,0.814671815
"['159', 'Madison', 'Ave', 'APT', '3B']",NY 10016,462500,2,1,750,2020,12,10,Condo,1911,Radiant,Wall,0 spaces,,,,Other interior features,1,0,0,0,1/30/2020 0:00,475500,12/10/2020,315,-0.027339642
"['790', 'Riverside', 'Dr']",NY 10032,340000,4,3,2500,2020,12,9,Condo,1910,,Central,"On-street, Covered",,,,Other interior features,1,0,0,0,,,12/9/2020,no listing date,
"['455', 'E', '86th', 'St', 'APT', '24C']",NY 10028,1060000,1,2,907,2020,12,9,Condo,1986,Wall,Wall,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,7/25/2020 0:00,1200000,12/9/2020,137,-0.116666667
"['2', 'Columbus', 'Ave', 'APT', '36A']",NY 10023,3480000,3,4,2110,2020,12,7,Condo,1998,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,4/13/2020 0:00,4295000,12/7/2020,238,-0.18975553
"['171', 'W', '131st', 'St', 'APT', '518']",NY 10027,893272,1,1,700,2020,12,7,Condo,2016,,,"Carport, Garage - Attached",,,,"Appliances included: Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,,,12/7/2020,no listing date,
"['153', 'E', '57th', 'St']",NY 10022,443000,1,1,135841,2020,12,7,Condo,1960,Forced air,Central,"Garage - Attached, Garage - Detached",,,,"Appliances included: Dishwasher, Dryer, Microwave, Refrigerator, Washer",1,0,0,0,6/19/2014 0:00,579000,12/7/2020,2363,-0.234887737
"['401', 'E', '86th', 'St', 'APT', '12L']",NY 10028,360000,,1,,2020,12,7,Condo,1963,Forced air,Other,Garage - Attached,,,,,1,0,0,1,9/24/2019 0:00,425000,12/7/2020,440,-0.152941176
"['246', 'W', '17th', 'St', 'APT', '5A']",NY 10011,10,1,2,1018,2020,12,4,Condo,1925,,,Garage - Attached,,,,,1,0,0,0,9/17/2013 0:00,1750000,12/4/2020,2635,-0.999994286
"['90', 'Park', 'Ter', 'E', 'APT', '6A']",NY 10034,360000,1,1,655,2020,12,4,Condo,1949,,,On-street,,,"Flooring: Tile, Hardwood",Other interior features,1,0,0,0,8/2/2020 0:00,369000,12/4/2020,124,-0.024390244
"['321', 'E', '48th', 'St', 'APT', '3B']",NY 10017,380000,,1,462,2020,12,3,Condo,1962,,Central,Covered,,,,Other interior features,1,0,0,0,1/13/2020 0:00,505000,12/3/2020,325,-0.247524752
"['425', 'E', '78th', 'St']",NY 10075,610000,1,1,700,2020,12,3,Condo,1910,,,On-street,,,,"Appliances included: Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator",1,0,0,0,4/17/2017 0:00,839000,12/3/2020,1326,-0.272943981
"['72', 'Horatio', 'St', 'APT', '3N']",NY 10014,2800000,1,2,1350,2020,12,3,Condo,1900,,Central,0 spaces,,,,Other interior features,1,0,0,0,7/9/2020 0:00,2850000,12/3/2020,147,-0.01754386
"['333', 'E', '79th', 'St', 'APT', '8R']",NY 10075,579000,1,1,550,2020,12,2,Condo,1961,,,Garage - Attached,,,,,1,0,0,0,8/4/2020 0:00,589000,12/2/2020,120,-0.016977929
"['781', '5th', 'Ave', 'APT', '1901']",NY 10022,4500000,2,3,,2020,12,1,Condo,1928,,,Covered,,,,"Appliances included: Dryer, Washer",1,0,0,0,5/9/2018 0:00,5900000,12/1/2020,937,-0.237288136
"['720', 'Fort', 'Washington', 'Ave', 'APT', '1', 'S']",NY 10040,879000,2,2,1280,2020,12,1,Condo,1939,,,Off-street,,,,"Appliances included: Dishwasher, Microwave, Range / Oven, Refrigerator",1,0,0,0,7/22/2020 0:00,889000,12/1/2020,132,-0.011248594
"['70', 'Little', 'West', 'St', 'APT', '4B']",NY 10004,1650000,2,2,1311,2020,11,30,Condo,2008,,Central,Covered,,,,Other interior features,1,0,0,0,5/2/2019 0:00,1950000,11/30/2020,578,-0.153846154
"['322', '324', 'W', '23rd', 'St', '7A']",NY 10011,1660000,4,4,3091,2020,11,30,Condo,1990,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,,,11/30/2020,no listing date,
"['105', 'W', '73rd', 'St', 'APT', '3C']",NY 10023,1350000,2,1,1350,2020,11,30,Condo,1920,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,7/19/2020 0:00,1400000,11/30/2020,134,-0.035714286
"['25', 'Murray', 'St', 'APT', '3K']",NY 10007,1480000,1,2,1395,2020,11,27,Condo,1930,,Central,Garage - Attached,,,Appliances,Appliances included: Dishwasher,1,0,0,0,4/1/2019 0:00,1799000,11/27/2020,606,-0.177320734
"['250', 'W', '10th', 'St']",NY 10014,7850000,3,5,,2020,11,27,Single Family,1900,Forced air,Central,"Off-street, Covered",,,Flooring: Hardwood,"Appliances included: Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,9/29/2020 0:00,8600000,11/27/2020,59,-0.087209302
"['46', 'W', '95th', 'St']",NY 10025,1700000,5,4,39941,2020,11,25,Condo,1923,,,0 spaces,,,,,1,0,0,0,9/15/2018 0:00,3000000,11/25/2020,802,-0.433333333
"['25', 'W', '54th', 'St']",NY 10019,900000,2,3,72845,2020,11,24,Condo,1939,,,0 spaces,,,,,1,0,0,0,11/21/2015 0:00,1990000,11/24/2020,1830,-0.547738693
"['23', 'W', '116th', 'St', 'APT', '10', 'A']",NY 10026,1650000,3,2,1491,2020,11,24,Condo,2014,,Central,Garage - Attached,,,Flooring: Hardwood,"Appliances included: Freezer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,6/15/2020 0:00,1895000,11/24/2020,162,-0.129287599
"['263', 'W', 'End', 'Ave', 'APT', '13E']",NY 10023,649000,1,1,172671,2020,11,24,Condo,1925,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,9/18/2019 0:00,650000,11/24/2020,433,-0.001538462
"['535', 'W', '110th', 'St', '5', 'F']",NY 10025,1800000,4,3,2750,2020,11,23,Condo,1922,,,"Garage - Attached, Covered",,,,"Appliances included: Dryer, Washer",1,0,0,0,10/4/2018 0:00,2695000,11/23/2020,781,-0.332096475
"['145', 'E', '48th', 'St', 'APT', '27G']",NY 10017,785000,1,1,650,2020,11,23,Condo,1985,,Central,"Garage - Attached, Covered",,,,Other interior features,1,0,0,0,6/1/2020 0:00,899000,11/23/2020,175,-0.126807564
"['155', 'W', '11th', 'St', 'PENTHOUSE', '6W']",NY 10011,16000000,5,6,3740,2020,11,20,Condo,2014,,,"Garage - Attached, Covered",,,,"Appliances included: Dryer, Washer",1,0,0,0,2/12/2018 0:00,17999000,11/20/2020,1012,-0.111061726
"['330', 'Spring', 'St', 'APT', '10A']",NY 10013,3100000,2,3,1722,2020,11,20,Condo,2005,,Central,0 spaces,,,,Other interior features,1,0,0,0,2/4/2020 0:00,3550000,11/20/2020,290,-0.126760563
"['220', 'E', '67th', 'St', 'APT', '11H']",NY 10065,510000,1,1,770,2020,11,19,Condo,1964,,Central,Covered,,,,Other interior features,1,0,0,0,2/24/2020 0:00,549000,11/19/2020,269,-0.071038251
"['25', 'Tudor', 'City', 'Pl']",NY 10017,515000,,1,300,2020,11,19,Condo,1928,Forced air,Other,0 spaces,,,,Other interior features,1,0,0,0,,,11/19/2020,no listing date,
"['1349', 'Lexington', 'Ave']",NY 10128,1560000,3,2,112398,2020,11,18,Condo,1922,Forced air,,0 spaces,,,,,1,0,0,0,7/17/2018 0:00,1995000,11/18/2020,855,-0.218045113
"['245', 'E', '54th', 'St', 'APT', '23S']",NY 10022,615625,1,1,750,2020,11,18,Condo,1977,,,0 spaces,,,"Flooring: Tile, Hardwood",Other interior features,1,0,0,0,7/10/2020 0:00,650000,11/18/2020,131,-0.052884615
"['150', 'E', '69th', 'St', 'APT', '12M']",NY 10021,995000,1,1,1000,2020,11,18,Condo,1959,,Central,0 spaces,,,,Other interior features,1,0,0,0,6/13/2020 0:00,1100000,11/18/2020,158,-0.095454545
"['35', 'Park', 'Ave', 'APT', '19C']",NY 10016,545000,,1,,2020,11,18,Condo,1955,,,"Garage - Attached, Covered",,,,,1,0,0,0,3/10/2020 0:00,625000,11/18/2020,253,-0.128
"['140', 'W', '69th', 'St', 'APT', '32C']",NY 10023,375000,,1,,2020,11,18,Condo,1905,,,0 spaces,,,,,1,0,0,0,10/26/2019 0:00,425000,11/18/2020,389,-0.117647059
"['75', 'Park', 'Ter', 'E', 'APT', 'D50']",NY 10034,553000,2,1,975,2020,11,18,Condo,1939,,,0 spaces,,,,"Appliances included: Dishwasher, Microwave, Range / Oven, Refrigerator",1,0,0,0,5/26/2020 0:00,570000,11/18/2020,176,-0.029824561
"['236', 'E', '81st', 'St', 'APT', 'PH1']",NY 10028,2000000,2,3,2000,2020,11,18,Condo,2007,,,On-street,,,Flooring: Hardwood,Other interior features,1,0,0,0,7/12/2020 0:00,2500000,11/18/2020,129,-0.2
"['20', 'Sutton', 'Pl', 'S']",NY 10022,100000,2,2,155938,2020,11,17,Condo,1955,,,0 spaces,,,,,1,0,0,0,4/5/2018 0:00,1395000,11/17/2020,957,-0.928315412
"['132', 'E', '35th', 'St']",NY 10016,960000,2,3,1400,2020,11,17,Condo,1969,,,"Garage, Garage - Attached, Covered",,,"Flooring: Carpet, Hardwood",,1,0,0,0,,,11/17/2020,no listing date,
"['305', 'E', '24th', 'St', 'APT', '5A']",NY 10010,645000,1,1,750,2020,11,17,Condo,1964,,Central,Garage - Attached,,,,Other interior features,1,0,0,0,7/17/2020 0:00,695000,11/17/2020,123,-0.071942446
"['300', 'E', '54th', 'St']",NY 10022,850000,1,1,300080,2020,11,17,Condo,1977,,,"Garage, Garage - Attached, Covered",,,,,1,0,0,0,6/25/2016 0:00,750000,11/17/2020,1606,0.133333333
"['555', 'W', '23rd', 'St', 'APT', 'N6N']",NY 10011,990000,1,1,750,2020,11,16,Condo,2006,,,"Garage - Attached, Covered",,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,6/9/2020 0:00,1050000,11/16/2020,160,-0.057142857
"['4', 'W', '21st', 'St', 'APT', '17B']",NY 10010,750000,1,1,725,2020,11,16,Apartment,2006,,Central,Garage - Detached,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,6/12/2020 0:00,1050000,11/16/2020,157,-0.285714286
"['336', 'E', '77th', 'St', 'APT', '1']",NY 10075,995000,3,2,1243,2020,11,12,Condo,1910,,Central,Covered,,,,Other interior features,1,0,0,0,7/12/2020 0:00,995000,11/12/2020,123,0
"['243', 'W', '60th', 'St', 'APT', '2F']",NY 10023,2300000,2,3,1711,2020,11,9,Condo,2007,,Central,Covered,,,,Other interior features,1,0,0,0,3/4/2020 0:00,2795000,11/9/2020,250,-0.177101968
"['325', 'E', '79th', 'St', 'APT', '5C']",NY 10075,920000,2,2,,2020,11,9,Condo,1929,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,4/11/2019 0:00,1195000,11/9/2020,578,-0.230125523
"['140', 'E', '19th', 'St']",NY 10003,9000000,5,5,5760,2020,11,6,Townhouse,1910,,Central,0 spaces,,,,Other interior features,1,0,0,0,7/22/2020 0:00,12500000,11/6/2020,107,-0.28
"['30', 'W', '126th', 'St', 'APT', '1']",NY 10027,1200000,2,3,1469,2020,11,6,Condo,1909,,,None,,,"Flooring: Tile, Hardwood",Other interior features,1,0,0,0,,,11/6/2020,no listing date,
"['138', 'E', '36th', 'St', 'APT', '4B']",NY 10016,818000,2,1,1000,2020,11,6,Condo,1916,,,0 spaces,,,,Other interior features,1,0,0,0,11/6/2019 0:00,850000,11/6/2020,366,-0.037647059
"['101', 'W', '24th', 'St', 'APT', '17E']",NY 10011,2020000,2,2,1113,2020,11,5,Condo,2006,Forced air,Central,Covered,,,,Other interior features,1,0,0,0,6/25/2020 0:00,2380000,11/5/2020,133,-0.151260504
"['255', 'W', '84th', 'St']",NY 10024,600000,2,2,147022,2020,11,4,Condo,1914,,,0 spaces,,,,,1,0,0,0,6/15/2018 0:00,2200000,11/4/2020,873,-0.727272727
"['180', 'W', 'End', 'Ave', 'APT', '9K']",NY 10023,515000,,1,550,2020,11,4,Condo,1963,Gas,Central,Covered,,,,Other interior features,1,0,0,0,9/30/2019 0:00,579000,11/4/2020,401,-0.110535406
