id,zip_code,price,bds,ba,sqft,sold_year,sold_month,sold_day,type,year_built,heating,cooling,parking,pets,laundry,flooring,appliances,view_city,view_mountain,view_park,view_water,most_recent_listing_date,most_recent_listing_price,sold_time,listing_sold_time_diff,price_percent_change
"['150', 'E', '61st', 'St', 'APT', '7F']",NY 10065,905000,2,2,1000,2020,3,10,Condo,1960,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,8/2/2019 0:00,949000,3/10/2020,221,-0.046364594
"['224', 'E', '14th', 'St', 'APT', '1']",NY 10003,2340000,2,3,1871,2020,3,10,Condo,1920,,Central,Covered,,,,Other interior features,1,0,0,0,1/27/2020 0:00,2495000,3/10/2020,43,-0.062124248
"['100', 'W', '89th', 'St', 'APT', '8J']",NY 10024,900000,1,1,779,2020,3,10,Multiple Occupancy,1985,,None,None,,,,"Appliances included: Dryer, Washer",1,0,0,0,9/23/2019 0:00,1199000,3/10/2020,169,-0.249374479
"['333', 'E', '14th', 'St', 'APT', '7H']",NY 10003,505000,,1,,2020,3,10,Condo,1965,,,0 spaces,,,,,1,0,0,0,10/30/2019 0:00,525000,3/10/2020,132,-0.038095238
"['150', 'Nassau', 'St', 'APT', '14A']",NY 10038,1900000,2,3,1797,2020,3,6,Condo,1900,,,Covered,,,,"Appliances included: Dryer, Washer",1,0,0,0,9/3/2019 0:00,2250000,3/6/2020,185,-0.155555556
"['301', 'E', '87th', 'St', 'APT', '11F']",NY 10128,672500,1,1,800,2020,3,6,Condo,1973,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,3/31/2019 0:00,770000,3/6/2020,341,-0.126623377
"['635', 'W', '42nd', 'St', 'APT', '37E']",NY 10036,10,2,2,1200,2020,3,6,Multiple Occupancy,2005,,,Garage - Attached,,,,Appliances included: Dryer,1,0,0,0,6/13/2013 0:00,1325000,3/6/2020,2458,-0.999992453
"['120', 'W', '72nd', 'St', 'APT', '4B']",NY 10023,1900000,2,2,1468,2020,3,6,Condo,2007,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,5/28/2019 0:00,2500000,3/6/2020,283,-0.24
"['45', 'W', '88th', 'St']",NY 10024,11800000,6,9,6600,2020,3,6,Single Family,1900,,,"On-street, Garage",,,Flooring: Hardwood,Other interior features,1,0,0,0,,,3/6/2020,no listing date,
"['345', 'E', '57th', 'St', 'APT', '10A']",NY 10022,1800000,2,3,1800,2020,3,6,Condo,1928,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,6/12/2019 0:00,1925000,3/6/2020,268,-0.064935065
"['729', 'Greenwich', 'St', '22J']",NY 10014,537500,1,1,500,2020,3,6,Condo,1849,"Radiant, Electric",,0 spaces,,,,,1,0,0,0,,,3/6/2020,no listing date,
"['116', '118', 'W', '14th', 'St', '10F']",NY 10011,2950000,3,2,2090,2020,3,5,Condo,,"None, Other",Central,On-street,,,,"Appliances included: Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,,,3/5/2020,no listing date,
"['205', 'E', '63rd', 'St', 'APT', '15A']",NY 10065,600000,2,2,985,2020,3,5,Condo,1963,,Central,Covered,,,,Other interior features,1,0,0,0,9/24/2018 0:00,749000,3/5/2020,528,-0.198931909
"['150', 'E', '69th', 'St', 'APT', '11L']",NY 10021,1510000,2,2,,2020,3,4,Condo,1959,,,Covered,,,,"Appliances included: Dryer, Washer",1,0,0,0,11/13/2018 0:00,1825000,3/4/2020,477,-0.17260274
"['350', 'E', '72nd', 'St', 'APT', '9A']",NY 10021,1750000,2,3,1404,2020,3,4,Condo,1988,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,9/16/2019 0:00,1890000,3/4/2020,170,-0.074074074
"['120', 'W', '70th', 'St', 'APT', '9C']",NY 10023,2100000,3,2,1400,2020,3,3,Condo,1917,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",2,0,0,0,9/12/2019 0:00,1995000,3/3/2020,173,0.052631579
"['158', 'Waverly', 'Pl', '3']",NY 10014,2600000,2,1,1800,2020,3,3,Condo,1910,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",2,0,0,0,7/7/2019 0:00,3180000,3/3/2020,240,-0.182389937
"['11', 'E', '29th', 'St', 'APT', '23C']",NY 10016,1680000,2,2,1374,2020,3,3,Condo,2005,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,7/18/2019 0:00,2200000,3/3/2020,229,-0.236363636
"['16', 'W', '19th', 'St', 'APT', '4D']",NY 10011,1150000,1,1,922,2020,3,3,Condo,1906,,Central,0 spaces,,,,Other interior features,1,0,0,0,8/9/2019 0:00,1349000,3/3/2020,207,-0.147516679
"['70', 'E', '10th', 'St', 'APT', '11K']",NY 10003,1620000,1,1,1125,2020,3,3,Condo,1960,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,10/1/2019 0:00,1700000,3/3/2020,154,-0.047058824
"['55', 'W', '17th', 'St', '403']",NY 10011,1430000,1,1,788,2020,3,3,Condo,2016,,Central,"On-street, Covered, Garage",,,,Other interior features,1,0,0,0,2/23/2019 0:00,1795000,3/3/2020,374,-0.203342618
"['57', 'Reade', 'St', 'APT', '19A']",NY 10007,2020000,2,2,1137,2020,3,2,Condo,2011,,Central,Covered,,,,Other interior features,1,0,0,0,6/21/2019 0:00,2100000,3/2/2020,255,-0.038095238
"['188', 'E', '64th', 'St', 'APT', '1601']",NY 10065,1100000,1,1,740,2020,3,2,Multiple Occupancy,1987,Forced air,Other,"Garage - Detached, Covered",,,,Appliances included: Dishwasher,1,0,0,0,8/23/2018 0:00,1395000,3/2/2020,557,-0.211469534
"['420', 'E', '55th', 'St', 'APT', '4E']",NY 10022,807500,1,1,962,2020,3,2,Condo,1956,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,5/14/2019 0:00,859000,3/2/2020,293,-0.059953434
"['20', 'W', '90th', 'St', 'APT', 'D']",NY 10024,2700000,4,3,,2020,3,2,Condo,1930,,Central,0 spaces,,,,Other interior features,1,0,0,0,10/19/2016 0:00,3300000,3/2/2020,1230,-0.181818182
"['345', 'E', '69th', 'St', 'APT', '2C']",NY 10021,835000,2,1,935,2020,3,2,Condo,1963,,,0 spaces,,,,"Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,9/3/2019 0:00,950000,3/2/2020,181,-0.121052632
"['315', 'E', '72nd', 'St', 'APT', '19B']",NY 10021,2200000,3,2,,2020,3,2,Condo,1958,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,10/2/2019 0:00,1995000,3/2/2020,152,0.102756892
"['350', 'W', '50th', 'St', 'APT', '12D']",NY 10019,800000,1,1,640,2020,3,2,Condo,1988,,,Covered,,,,,1,0,0,0,9/3/2019 0:00,925000,3/2/2020,181,-0.135135135
"['60', 'Gramercy', 'Park', 'N', 'APT', '8H']",NY 10010,1600000,2,2,1100,2020,2,28,Condo,1928,,,Garage - Attached,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,6/11/2019 0:00,1750000,2/28/2020,262,-0.085714286
"['430', 'W', '34th', 'St', 'APT', '16F']",NY 10001,570000,1,1,,2020,2,27,Condo,1963,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,8/14/2019 0:00,599000,2/27/2020,197,-0.048414023
"['131', 'W', '85th', 'St', 'APT', '2C']",NY 10024,499000,1,1,680,2020,2,27,Condo,1900,,,Covered,,,,,1,0,0,0,12/2/2019 0:00,499000,2/27/2020,87,0
"['320', 'W', 'End', 'Ave', 'APT', '10B']",NY 10023,2350000,2,3,1850,2020,2,27,Cooperative,1924,,,Covered Parking,,,,"Appliances included: Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,9/3/2019 0:00,2395000,2/27/2020,177,-0.018789144
"['128', 'E', '7th', 'St', 'APT', '6']",NY 10009,1020000,2,2,1800,2020,2,27,Condo,1920,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,9/13/2020 0:00,2500000,2/27/2020,-199,-0.592
"['3', 'Hanover', 'Sq', 'APT', '13F']",NY 10004,1390000,2,2,1400,2020,2,26,Condo,1926,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,9/2/2019 0:00,1495000,2/26/2020,177,-0.070234114
"['108', '5th', 'Ave', 'APT', '12C']",NY 10011,1270000,1,1,850,2020,2,25,Condo,1986,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,5/27/2019 0:00,1500000,2/25/2020,274,-0.153333333
"['417', 'Park', 'Ave', 'APT', '4E']",NY 10022,4350000,3,3,3000,2020,2,25,Condo,1916,,,Covered,,,,"Appliances included: Dryer, Washer",1,0,0,0,1/25/2018 0:00,4150000,2/25/2020,761,0.048192771
"['201', 'W', '16th', 'St', 'APT', '11G']",NY 10011,502500,,1,500,2020,2,25,Condo,1930,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,9/2/2019 0:00,525000,2/25/2020,176,-0.042857143
"['177', 'E', '77th', 'St', 'APT', '11D']",NY 10075,997500,1,1,1129,2020,2,24,Multiple Occupancy,1942,,,Covered,,,Flooring: Hardwood,Other interior features,1,0,0,0,7/23/2019 0:00,1150000,2/24/2020,216,-0.132608696
"['354', 'W', '12th', 'St', 'APT', '2B']",NY 10014,544000,,1,,2020,2,24,Condo,1915,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,9/5/2018 0:00,699000,2/24/2020,537,-0.221745351
"['333', 'E', '55th', 'St', 'APT', '5F']",NY 10022,810000,2,1,,2020,2,24,Condo,1962,,Central,Garage - Attached,,,,Appliances included: Dishwasher,1,0,0,0,8/26/2019 0:00,849000,2/24/2020,182,-0.045936396
"['175', 'E', '62nd', 'St', 'APT', '15B']",NY 10065,525000,1,1,,2020,2,24,Condo,1963,,Central,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,6/20/2018 0:00,895000,2/24/2020,614,-0.413407821
"['63', 'W', '17th', 'St', 'APT', '3A']",NY 10011,2250000,2,2,1522,2020,2,24,Condo,2002,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,9/11/2018 0:00,2775000,2/24/2020,531,-0.189189189
"['417', 'Park', 'Ave', 'APT', '10E']",NY 10022,5910000,4,4,,2020,2,24,Condo,1916,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,,,2/24/2020,no listing date,
"['870', 'W', '181st', 'St', 'APT', '49B']",NY 10033,290000,,1,525,2020,2,21,Condo,1923,,,0 spaces,,,,,1,0,0,0,6/11/2019 0:00,359000,2/21/2020,255,-0.192200557
"['563', 'Park', 'Ave', 'APT', '12E']",NY 10065,2600000,3,2,2200,2020,2,21,Condo,1910,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,4/9/2018 0:00,3950000,2/21/2020,683,-0.341772152
"['563', 'Park', 'Ave']",NY 10065,2600000,3,2,57847,2020,2,21,Condo,1913,,,0 spaces,,,,,1,0,0,0,4/12/2018 0:00,3950000,2/21/2020,680,-0.341772152
"['8', 'E', '68th', 'St', 'APT', '1A']",NY 10065,1500000,,1,1500,2020,2,21,Condo,1920,,Central,0 spaces,,,,Other interior features,1,0,0,0,8/5/2019 0:00,1795000,2/21/2020,200,-0.164345404
"['116', 'E', '63rd', 'St', 'APT', '3D']",NY 10065,1880000,3,3,,2020,2,20,Condo,1920,,,Covered,,,,"Appliances included: Dryer, Washer",1,0,0,0,5/15/2018 0:00,3095000,2/20/2020,646,-0.392568659
"['51', 'E', '90th', 'St', '2B']",NY 10128,1990000,3,2,,2020,2,20,Condo,1926,,,0 spaces,,,"Flooring: Tile, Carpet, Hardwood","Appliances included: Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,9/8/2019 0:00,2050000,2/20/2020,165,-0.029268293
"['115', 'E', '9th', 'St', 'APT', '16A']",NY 10003,1850000,3,2,,2020,2,20,Condo,1965,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,3/27/2019 0:00,2200000,2/20/2020,330,-0.159090909
"['677', 'W', 'End', 'Ave', 'APT', '8A']",NY 10025,1090000,2,1,,2020,2,20,Condo,1926,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,5/25/2019 0:00,1195000,2/20/2020,271,-0.087866109
"['137', 'E', '36th', 'St', '17D']",NY 10016,675000,1,1,575,2020,2,20,Condo,1966,Forced air,Central,0 spaces,,,"Flooring: Tile, Hardwood","Appliances included: Freezer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,9/13/2019 0:00,675000,2/20/2020,160,0
"['300', 'E', '71st', 'St', 'APT', '18R']",NY 10021,995000,2,1,277478,2020,2,20,Condo,1961,"Radiant, Gas",,On-street,,,Flooring: Hardwood,"Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,8/28/2019 0:00,1095000,2/20/2020,176,-0.091324201
"['200', 'E', '89th', 'St', 'APT', '15A']",NY 10128,746000,1,1,566,2020,2,20,Multiple Occupancy,1987,,Central,Garage - Attached,,,,Other interior features,1,0,0,0,10/11/2019 0:00,725000,2/20/2020,132,0.028965517
"['344', 'W', '23rd', 'St', 'APT', '5D']",NY 10011,999999,1,1,732,2020,2,19,Condo,1985,Wall,Wall,None,,,,"Appliances included: Dishwasher, Dryer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,10/17/2019 0:00,1150000,2/19/2020,125,-0.130435652
"['200', 'E', '16th', 'St', '11GH']",NY 10003,1380000,2,3,1100,2020,2,19,Condo,1930,Forced air,Other,On-street,,,Flooring: Hardwood,"Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,9/11/2019 0:00,1500000,2/19/2020,161,-0.08
"['99', 'Jane', 'St', 'APT', '1D']",NY 10014,4400000,3,3,2039,2020,2,19,Condo,1999,,,Covered,,,,"Appliances included: Dryer, Washer",1,0,0,0,6/12/2019 0:00,4995000,2/19/2020,252,-0.119119119
"['30', '5th', 'Ave', '12AB']",NY 10011,3260000,3,2,,2020,2,18,Condo,1923,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,9/5/2019 0:00,3485000,2/18/2020,166,-0.06456241
"['31', 'W', '21st', 'St', 'APT', '7']",NY 10010,5860000,4,4,4713,2020,2,18,Condo,1907,,,0 spaces,,,,,1,0,0,0,4/18/2019 0:00,8750000,2/18/2020,306,-0.330285714
"['415', 'Greenwich', 'St', 'APT', '3G']",NY 10013,4750000,3,4,2693,2020,2,18,Condo,1912,,,0 spaces,,,,"Appliances included: Dryer, Washer",1,0,0,0,4/25/2018 0:00,6199000,2/18/2020,664,-0.233747379
"['225', 'E', '57th', 'St']",NY 10022,750000,,1,305093,2020,2,18,Condo,1964,,,0 spaces,,,,,1,0,0,0,10/11/2019 0:00,450000,2/18/2020,130,0.666666667
"['304', 'W', '89th', 'St', '9C']",NY 10024,685000,1,1,,2020,2,18,Condo,1923,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,8/28/2019 0:00,699000,2/18/2020,174,-0.020028612
"['425', 'E', '79th', 'St', 'APT', '6J']",NY 10075,832500,2,1,900,2020,2,18,Condo,1955,,,Covered,,,,,1,0,0,0,6/26/2019 0:00,975000,2/18/2020,237,-0.146153846
"['2', 'Sutton', 'Pl', 'S', 'APT', '12G']",NY 10022,1120000,1,2,900,2020,2,18,Condo,1938,,Central,0 spaces,,,,Other interior features,1,0,0,0,9/19/2019 0:00,1125000,2/18/2020,152,-0.004444444
"['112', 'W', '56th', 'St', 'APT', '14S']",NY 10019,1310000,2,,1590,2020,2,14,Multiple Occupancy,1982,Radiant,Central,None,,,,Other interior features,1,0,0,0,8/22/2019 0:00,1695000,2/14/2020,176,-0.227138643
"['70', 'W', '139th', 'St', 'APT', '7I']",NY 10037,630000,1,1,669,2020,2,14,Condo,2018,,,Covered,,,Flooring: Hardwood,Other interior features,1,0,0,0,11/6/2019 0:00,649000,2/14/2020,100,-0.029275809
"['225', 'E', '76th', 'St', 'APT', '2F']",NY 10021,530000,1,1,750,2020,2,14,Condo,1962,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,9/5/2019 0:00,550000,2/14/2020,162,-0.036363636
"['120', 'E', '36th', 'St', 'APT', '12F']",NY 10016,545000,1,1,750,2020,2,13,Condo,1957,,,None,,,"Flooring: Tile, Other, Hardwood, Laminate",,1,0,0,0,4/13/2018 0:00,705000,2/13/2020,671,-0.226950355
"['25', 'W', '13th', 'St', 'APT', '4DS']",NY 10011,985000,1,1,,2020,2,13,Condo,1960,,,0 spaces,,,Flooring: Hardwood,Appliances included: Dishwasher,1,0,0,0,10/3/2019 0:00,950000,2/13/2020,133,0.036842105
"['245', 'E', '72nd', 'St', 'APT', '18A']",NY 10021,950000,1,1,,2020,2,13,Condo,1930,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,10/10/2019 0:00,1098000,2/13/2020,126,-0.134790528
"['203', 'W', '122nd', 'St', 'APT', '5']",NY 10027,2600000,3,3,2040,2020,2,13,Condo,2005,,,"Garage - Attached, Covered",,,Flooring: Hardwood,Other interior features,1,0,0,0,9/2/2012 0:00,1795000,2/13/2020,2720,0.448467967
"['135', 'E', '54th', 'St', '4O']",NY 10022,505000,,,375,2020,2,13,Condo,1937,"Radiant, Gas",Other,0 spaces,,,,"Appliances included: Microwave, Range / Oven, Refrigerator",1,0,0,0,5/17/2019 0:00,525000,2/13/2020,272,-0.038095238
"['219', 'W', '14th', 'St', 'APT', '2F']",NY 10011,1650000,1,2,1000,2020,2,13,Condo,1900,Forced air,Central,Garage - Detached,,,,Other interior features,1,0,0,0,8/1/2019 0:00,1700000,2/13/2020,196,-0.029411765
"['310', 'E', '46th', 'St', 'APT', '12F']",NY 10017,850000,,1,800,2020,2,12,Apartment,1929,,Central,0 spaces,,,,Other interior features,1,0,0,0,7/13/2019 0:00,875000,2/12/2020,214,-0.028571429
"['315', 'W', '23rd', 'St', 'APT', '8F']",NY 10011,1320000,1,1,1272,2020,2,12,Condo,1926,,,0 spaces,,,Flooring: Hardwood,Other interior features,1,0,0,0,3/24/2019 0:00,1550000,2/12/2020,325,-0.148387097
"['116', 'W', '14th', 'St', 'APT', '10N']",NY 10011,2950000,3,2,2092,2020,2,12,Condo,1912,Radiant,Central,Covered,,,,Other interior features,1,0,0,0,5/14/2019 0:00,3395000,2/12/2020,274,-0.13107511
"['211', 'Madison', 'Ave', '14B']",NY 10016,2100000,3,3,2100,2020,2,12,Condo,1985,"Heat pump, Electric, Other",Central,"Garage - Detached, Covered",,,"Flooring: Tile, Hardwood, Slate","Appliances included: Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,6/1/2019 0:00,2495000,2/12/2020,256,-0.158316633
"['515', 'E', '72nd', 'St', 'APT', '15H']",NY 10021,1560000,2,2,1027,2020,2,12,Condo,1985,,,"Garage - Attached, Covered",,,,Appliances included: Dishwasher,1,0,0,0,9/8/2019 0:00,1695000,2/12/2020,157,-0.079646018
"['23', 'W', '73rd', 'St', '205']",NY 10023,550000,1,1,,2020,2,11,Condo,1926,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,10/11/2019 0:00,575000,2/11/2020,123,-0.043478261
"['435', 'E', '57th', 'St', '16B']",NY 10022,1610000,2,2,1450,2020,2,11,Condo,1927,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,11/7/2017 0:00,1850000,2/11/2020,826,-0.12972973
"['345', 'E', '73rd', 'St', 'APT', '5F']",NY 10021,635000,1,1,700,2020,2,11,Condo,1961,"Forced air, Gas",Central,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,5/24/2019 0:00,649000,2/11/2020,263,-0.021571649
"['1255', 'Park', 'Ave']",NY 10029,906500,3,4,1988,2020,2,10,Townhouse,1920,"Forced air, Gas",Central,"Garage - Attached, Covered",,,,"Appliances included: Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,,,2/10/2020,no listing date,
"['4', 'W', '21st', 'St', 'APT', '17A']",NY 10010,1900000,3,3,2258,2020,2,7,Condo,2006,,Central,"Garage - Attached, Covered",,,,Other interior features,1,0,0,0,7/30/2019 0:00,2250000,2/7/2020,192,-0.155555556
"['160', 'W', 'End', 'Ave', 'APT', '5D']",NY 10023,1550000,2,2,471630,2020,2,5,Condo,1963,Gas,,Covered,,,,,1,0,0,0,9/19/2019 0:00,1595000,2/5/2020,139,-0.028213166
"['400', 'W', '12th', 'St', 'APT', '10D']",NY 10014,2350000,1,1,853,2020,2,5,Condo,2009,Forced air,Central,Garage - Attached,,,,"Appliances included: Dryer, Washer",1,0,0,0,4/8/2019 0:00,2750000,2/5/2020,303,-0.145454545
"['258', 'Saint', 'Nicholas', 'Ave', 'APT', '8B']",NY 10027,1820000,3,2,1665,2020,2,5,Condo,2008,,Central,0 spaces,,,,Other interior features,1,0,0,0,7/9/2019 0:00,2095000,2/5/2020,211,-0.131264916
"['20', 'E', '35th', 'St', 'B']",NY 10016,680000,1,1,182166,2020,2,4,Condo,1937,Forced air,"Central, Other",On-street,,,,"Appliances included: Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator",1,0,0,0,5/23/2017 0:00,775000,2/4/2020,987,-0.122580645
"['188', 'E', '64th', 'St', 'APT', '1504']",NY 10065,965000,1,1,746,2020,2,4,Condo,1987,,Central,"None, Covered",,,,Other interior features,1,0,0,0,7/9/2020 0:00,1200000,2/4/2020,-156,-0.195833333
"['122', '124', 'Elizabeth', 'St', '5D']",NY 10013,692000,1,1,460,2020,2,4,Condo,1988,"Baseboard, Gas",Wall,0 spaces,,,"Flooring: Tile, Hardwood","Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,,,2/4/2020,no listing date,
"['310', 'Lexington', 'Ave', 'APT', '5B']",NY 10016,418000,,1,,2020,2,3,Condo,1959,,,Covered,,,,,1,0,0,0,3/11/2019 0:00,500000,2/3/2020,329,-0.164
"['57', 'Sullivan', 'St']",NY 10012,5220000,4,4,3864,2020,2,3,Multiple Occupancy,1901,,,0 spaces,,,"Flooring: Tile, Hardwood",Other interior features,1,0,0,0,5/30/2018 0:00,7750000,2/3/2020,614,-0.326451613
"['407', 'Park', 'Avenue', 'Plz', '5E']",NY 10022,815000,1,1,725,2020,2,3,Condo,1984,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,10/15/2019 0:00,885000,2/3/2020,111,-0.079096045
"['468', 'W', '23rd', 'St', 'APT', '4F']",NY 10011,915000,1,1,700,2020,2,3,Multiple Occupancy,1900,,None,None,,,,Other interior features,1,0,0,0,10/10/2019 0:00,950000,2/3/2020,116,-0.036842105
"['225', 'W', '10th', 'St', 'APT', '2D']",NY 10014,10,1,1,505,2020,1,31,Multiple Occupancy,,"Other, Gas",None,None,Contact manager,Contact manager,Flooring: Hardwood,Appliances included: Dishwasher,1,0,0,0,4/30/2014 0:00,885000,1/31/2020,2102,-0.999988701
"['290', 'W', 'End', 'Ave', '3B']",NY 10023,1290000,2,2,,2020,1,31,Condo,1925,,,0 spaces,,,,"Appliances included: Dryer, Washer",1,0,0,0,6/2/2019 0:00,1350000,1/31/2020,243,-0.044444444
"['125', 'W', '76th', 'St', 'APT', '8B']",NY 10023,1950000,3,3,,2020,1,30,Condo,1922,,Central,0 spaces,,,Flooring: Hardwood,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,5/1/2019 0:00,2175000,1/30/2020,274,-0.103448276
"['14', 'Horatio', 'St', 'APT', '17E']",NY 10014,2670000,2,2,1200,2020,1,30,Condo,1960,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,4/6/2017 0:00,3250000,1/30/2020,1029,-0.178461538
"['16', 'Park', 'Ave', '8D']",NY 10016,640000,1,1,,2020,1,29,Condo,1924,Forced air,Other,Covered,,,,Appliances included: Dishwasher,1,0,0,0,4/25/2019 0:00,700000,1/29/2020,279,-0.085714286
"['250', 'E', '31st', 'St', 'APT', '2B']",NY 10016,1020000,3,2,900,2020,1,28,Condo,1983,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,6/13/2019 0:00,1075000,1/28/2020,229,-0.051162791
"['305', 'W', '86th', 'St', '7', 'D']",NY 10024,635000,1,1,,2020,1,28,Condo,1926,,,Covered,,,,,1,0,0,0,12/8/2018 0:00,695000,1/28/2020,416,-0.086330935
"['11', 'Riverside', 'Dr', 'APT', '3CW']",NY 10023,900000,1,1,,2020,1,28,Condo,1950,,,0 spaces,,,,,1,0,0,0,6/13/2019 0:00,925000,1/28/2020,229,-0.027027027
"['244', 'Madison', 'Ave', 'APT', '16B']",NY 10016,565000,1,1,800,2020,1,28,Condo,1916,,Central,Covered,,,,Other interior features,1,0,0,0,3/11/2019 0:00,650000,1/28/2020,323,-0.130769231
"['305', 'E', '72nd', 'St', '15', 'D']",NY 10021,1150000,2,2,175387,2020,1,28,Condo,1957,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,4/30/2019 0:00,1375000,1/28/2020,273,-0.163636364
"['205', 'W', '76th', 'St']",NY 10023,3560000,5,,3254,2020,1,27,Multiple Occupancy,2009,Forced air,Other,Garage - Attached,,,,Other interior features,1,0,0,0,5/23/2017 0:00,2460000,1/27/2020,979,0.447154472
"['245', 'E', '35th', 'St', 'APT', '10D']",NY 10016,490000,1,1,650,2020,1,27,Condo,1964,,,0 spaces,,,,"Appliances included: Dishwasher, Freezer, Range / Oven, Refrigerator",1,0,0,0,3/15/2019 0:00,580000,1/27/2020,318,-0.155172414
"['1', 'W', '67th', 'St', 'APT', '407']",NY 10023,1470000,1,2,,2020,1,27,Condo,1917,Forced air,Central,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,5/13/2019 0:00,1695000,1/27/2020,259,-0.132743363
"['201', 'W', '21st', 'St', 'APT', '7', 'H']",NY 10011,585000,,1,,2020,1,27,Condo,1963,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,4/11/2019 0:00,675000,1/27/2020,291,-0.133333333
"['140', 'W', 'End', 'Ave', '14S']",NY 10023,425000,,1,640079,2020,1,27,Condo,1961,,Central,0 spaces,,,,,1,0,0,0,10/1/2019 0:00,459000,1/27/2020,118,-0.074074074
"['425', 'W', '53rd', 'St', 'APT', '508']",NY 10019,1550000,2,2,1150,2020,1,24,Condo,2009,,Central,0 spaces,,,,Other interior features,1,0,0,0,4/11/2019 0:00,1890000,1/24/2020,288,-0.17989418
"['35', '41', 'E', '38th', 'St', '9K']",NY 10016,295000,,1,462,2020,1,24,Condo,1961,,,Garage - Attached,,,,,1,0,0,0,3/2/2016 0:00,665000,1/24/2020,1423,-0.556390977
"['15', 'W', '53rd', 'St', '9J']",NY 10019,1400000,1,2,1225,2020,1,24,Condo,1982,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,9/8/2019 0:00,1495000,1/24/2020,138,-0.063545151
"['354', 'Broadway', 'APT', '8']",NY 10013,3250000,3,2,2793,2020,1,24,Condo,1900,,Central,Covered,,,,Other interior features,1,0,0,0,9/9/2019 0:00,3350000,1/24/2020,137,-0.029850746
"['120', 'E', '79th', 'St', 'APT', '14C']",NY 10075,1940000,3,3,,2020,1,24,Condo,1947,,Central,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,2/10/2019 0:00,2195000,1/24/2020,348,-0.116173121
"['148', 'Chambers', 'St']",NY 10007,4150000,3,4,2300,2020,1,23,Condo,1915,,Central,0 spaces,,,,Other interior features,1,0,0,0,5/15/2019 0:00,5998000,1/23/2020,253,-0.308102701
